age_CE,varve_thick,lat,lon,ref,lake_name
1571,1.00107421875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1570,0.5888671875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1569,1.0599609374999999,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1568,0.713671875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1567,0.65419921875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1566,0.53525390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1565,0.5947265625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1564,0.41630859375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1563,0.8326171875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1562,0.47578125,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1561,0.53525390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1560,0.53525390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1559,0.9515625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1558,0.3568359375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1557,0.47578125,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1556,0.47578125,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1555,0.53525390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1554,1.0705078125,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1553,0.237890625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1552,0.53525390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1551,0.47578125,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1550,0.53525390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1549,0.5947265625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1548,0.3568359375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1547,0.5947265625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1546,0.3568359375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1545,0.3568359375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1544,0.47578125,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1543,0.53525390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1542,0.3568359375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1541,0.65419921875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1540,0.5947265625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1539,0.41220703124999997,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1538,0.7066406249999999,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1537,0.35332031249999996,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1536,0.5888671875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1535,0.47109375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1534,0.64775390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1533,0.29443359375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1532,0.5299804687499999,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1531,0.5888671875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1530,0.7066406249999999,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1529,0.88330078125,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1528,0.47109375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1527,0.9421875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1526,0.5299804687499999,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1525,0.41220703124999997,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1524,0.64775390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1523,0.47109375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1522,0.64775390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1521,0.5888671875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1520,0.9421875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1519,0.35332031249999996,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1518,0.47109375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1517,0.5888671875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1516,0.35332031249999996,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1515,0.5299804687499999,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1514,0.5299804687499999,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1513,0.47109375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1512,0.5299804687499999,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1511,0.65419921875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1510,0.713671875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1509,0.41630859375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1508,0.41630859375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1507,0.5947265625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1506,0.8326171875,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1505,0.53525390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1504,0.53525390625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1503,0.5947265625,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1502,0.89208984375,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
1501,0.47578125,63.92566,20.00977,"Arnqvist, P., Bigler, C., Renberg, I. et al. Functional clustering of varved lake sediment to reconstruct past seasonal climate. Environ Ecol Stat 23, 513–529 (2016). https://doi.org/10.1007/s10651-016-0351-1",Kassjön
